vede	науці	veda	наука	DAT;N;SG
robia	роблять	robiť	робити	3;PL;PRS;V
starý	старий	starý	старий	ADJ;MASC;NOM;SG
sady	сади	sad	сад	ACC;N;PL
brezy	берези	breza	береза	N;NOM;PL
pracujú	роблять	pracovať	робити	3;PL;PRS;V
knihy	книги	kniha	книга	ACC;N;PL
robiť	робити	robiť	робити	NFIN;V
mama	мама	mama	мама	N;NOM;SG
stenu	стіну	stena	стіна	ACC;N;SG
myšiam	мишам	myš	миша	DAT;N;PL
skle	склі	sklo	скло	ESS;N;SG
jablko	яблуко	jablko	яблуко	ACC;N;SG
ulicu	вулицю	ulica	вулиця	ACC;N;SG
noži	ножі	nôž	ніж	ESS;N;SG
vetrami	вітрами	vietor	вітер	INS;N;PL
bratom	братом	brat	брат	INS;N;SG
kvarkov	кварків	kvark	кварк	GEN;N;PL
návrhom	пропозиціям	návrh	пропозиція	DAT;N;PL
byty	житла	byt	житло	N;NOM;PL
sobotou	суботою	sobota	субота	INS;N;SG
osobách	чоловіках	osoba	чоловік	ESS;N;PL
hodín	годин	hodina	година	GEN;N;PL
žriebätami	лошатами	žriebä	лоша	INS;N;PL
jastrabom	яструбам	jastrab	яструб	DAT;N;PL
mám	мам	mama	мама	GEN;N;PL
capy	кози	cap	коза	ACC;N;PL
bielemu	білому	biely	білий	ADJ;DAT;NEUT;SG
kocúra	кота	kocúr	кіт	ACC;N;SG
teľaťu	теляті	teľa	теля	DAT;N;SG
orlom	орлам	orol	орел	DAT;N;PL
bieleho	білого	biely	білий	ACC;ADJ;MASC;SG
dievča	дівчину	dievča	дівчина	ACC;N;SG
kohútov	півнів	kohút	півень	GEN;N;PL
somár	ішак	somár	ішак	N;NOM;SG
orlovi	орлові	orol	орел	ESS;N;SG
súdruhom	товаришем	súdruh	товариш	INS;N;SG
kráľa	царя	kráľ	цар	ACC;N;SG
zlá	погана	zlý	поганий	ADJ;FEM;NOM;SG
miestam	місцям	miesto	місце	DAT;N;PL
rieka	річка	rieka	річка	N;NOM;SG
deti	діти	dieťa	дитина	N;NOM;PL
mačiek	кішок	mačka	кішка	GEN;N;PL
mužov	мужів	muž	муж	GEN;N;PL
hady	змії	had	змія	ACC;N;PL
teliat	телят	teľa	теля	GEN;N;PL
kráľoch	царях	kráľ	цар	ESS;N;PL
veverica	білка	veverica	білка	N;NOM;SG
kunám	куницям	kuna	куниця	DAT;N;PL
mečom	мечем	meč	меч	INS;N;SG
pracujeme	робимо	pracovať	робити	1;PL;PRS;V
mužovi	мужеві	muž	муж	ESS;N;SG
povedať	сказати	povedať	сказати	NFIN;V
priateľkami	друзями	priateľka	друг	INS;N;PL
capom	цапам	cap	цап	DAT;N;PL
zámeno	займенник	zámeno	займенник	ACC;N;SG
rokmi	роками	rok	рік	INS;N;PL
stene	стіні	stena	стіна	ESS;N;SG
rokov	років	rok	рік	GEN;N;PL
knihy	книги	kniha	книга	N;NOM;PL
oblasťou	областю	oblasť	область	INS;N;SG
písmene	букві	písmeno	буква	ESS;N;SG
šije	шиї	šija	шия	ACC;N;PL
moria	моря	more	море	N;NOM;PL
capom	козам	cap	коза	DAT;N;PL
učiteľom	учителем	učiteľ	учитель	INS;N;SG
byt	житло	byt	житло	N;NOM;SG
chlapov	мужів	chlap	муж	GEN;N;PL
knihe	книжці	kniha	книжка	ESS;N;SG
písmenám	літерам	písmeno	літера	DAT;N;PL
sklá	стекла	sklo	скло	N;NOM;PL
vetrom	вітром	vietor	вітер	INS;N;SG
capom	козою	cap	коза	INS;N;SG
zámene	займеннику	zámeno	займенник	ESS;N;SG
syroch	сирах	syr	сир	ESS;N;PL
stredách	середах	streda	середа	ESS;N;PL
plážou	берегом	pláž	берег	INS;N;SG
životy	життя	život	життя	ACC;N;PL
knihe	книзі	kniha	книга	ESS;N;SG
mozgu	мозку	mozog	мозок	ESS;N;SG
starú	стару	starý	старий	ACC;ADJ;FEM;SG
múroch	стінах	múr	стіна	ESS;N;PL
dušiam	душам	duša	душа	DAT;N;PL
steny	стіни	stena	стіна	ACC;N;PL
orlami	орлами	orol	орел	INS;N;PL
kňazi	отці	kňaz	отець	N;NOM;PL
múry	стіни	múr	стіна	ACC;N;PL
nohu	ногу	noha	нога	ACC;N;SG
zubu	зубу	zub	зуб	DAT;N;SG
bohyne	богині	bohyňa	богиня	N;NOM;PL
medvedi	ведмедеві	medveď	ведмідь	ESS;N;SG
koňovi	коні	kôň	кінь	ESS;N;SG
nedeľami	неділями	nedeľa	неділя	INS;N;PL
mosta	моста	most	міст	GEN;N;SG
chlapa	мужа	chlap	муж	ACC;N;SG
kocúrom	кішкою	kocúr	кішка	INS;N;SG
chrbte	спині	chrbát	спина	ESS;N;SG
soľ	сіль	soľ	сіль	ACC;N;SG
priateľky	друзів	priateľka	друг	ACC;N;PL
území	землі	územie	земля	ESS;N;SG
priezviská	прізвища	priezvisko	прізвище	N;NOM;PL
starej	старої	starý	старий	ADJ;FEM;GEN;SG
papagáj	папуга	papagáj	папуга	N;NOM;SG
chrbát	спину	chrbát	спина	ACC;N;SG
hadom	зміям	had	змія	DAT;N;PL
slove	слові	slovo	слово	ESS;N;SG
rieky	річки	rieka	річка	ACC;N;PL
trhy	ринки	trh	ринок	ACC;N;PL
slonovi	слонові	slon	слон	DAT;N;SG
vidličku	виделку	vidlička	виделка	ACC;N;SG
zrnami	зернами	zrno	зерно	INS;N;PL
soli	солі	soľ	сіль	GEN;N;SG
nedeliam	неділям	nedeľa	неділя	DAT;N;PL
mora	моря	more	море	GEN;N;SG
žriebätám	лошатам	žriebä	лоша	DAT;N;PL
priateliek	друзів	priateľka	друг	GEN;N;PL
dieťa	дитина	dieťa	дитина	N;NOM;SG
myši	миші	myš	миша	GEN;N;SG
bohu	богові	boh	бог	DAT;N;SG
chrbtoch	спинах	chrbát	спина	ESS;N;PL
koňa	коня	kôň	кінь	GEN;N;SG
trhmi	ринками	trh	ринок	INS;N;PL
priateľka	друг	priateľka	друг	N;NOM;SG
mesto	місто	mesto	місто	ACC;N;SG
myši	миші	myš	миша	N;NOM;PL
labuti	лебедеві	labuť	лебідь	ESS;N;SG
električka	трамвай	električka	трамвай	N;NOM;SG
kráľov	королів	kráľ	король	ACC;N;PL
čelami	лобами	čelo	лоб	INS;N;PL
brezu	березу	breza	береза	ACC;N;SG
sad	сад	sad	сад	ACC;N;SG
jablkami	яблуками	jablko	яблуко	INS;N;PL
súdruhov	товаришів	súdruh	товариш	GEN;N;PL
sobôt	субот	sobota	субота	GEN;N;PL
miestam	посадам	miesto	посада	DAT;N;PL
kňazov	отців	kňaz	отець	GEN;N;PL
riek	рік	rieka	ріка	GEN;N;PL
písmená	літери	písmeno	літера	ACC;N;PL
biele	білі	biely	білий	ADJ;NOM;PL
kocúrom	кішкам	kocúr	кішка	DAT;N;PL
dobré	добрих	dobrý	добрий	ACC;ADJ;PL
života	життя	život	життя	GEN;N;SG
rieke	ріці	rieka	ріка	DAT;N;SG
žriebätách	лошатах	žriebä	лоша	ESS;N;PL
pláže	береги	pláž	берег	ACC;N;PL
most	міст	most	міст	N;NOM;SG
matke	мамі	matka	мама	DAT;N;SG
papagáje	папуги	papagáj	папуга	N;NOM;PL
hviezdy	зірки	hviezda	зірка	GEN;N;SG
priezviskách	прізвищах	priezvisko	прізвище	ESS;N;PL
oblasti	області	oblasť	область	GEN;N;SG
kňazov	отців	kňaz	отець	ACC;N;PL
koze	козі	koza	коза	ESS;N;SG
rieku	річку	rieka	річка	ACC;N;SG
novom	новому	nový	новий	ADJ;ESS;MASC;SG
ostrov	острів	ostrov	острів	ACC;N;SG
kvark	кварк	kvark	кварк	N;NOM;SG
čelá	лоби	čelo	лоб	ACC;N;PL
črtami	рисами	črta	риса	INS;N;PL
priezviska	прізвища	priezvisko	прізвище	GEN;N;SG
hlasoch	голосах	hlas	голос	ESS;N;PL
drozda	дрозда	drozd	дрізд	ACC;N;SG
novým	новим	nový	новий	ADJ;DAT;PL
jariach	веснах	jar	весна	ESS;N;PL
básne	поезії	báseň	поезія	N;NOM;PL
chorobami	хворобами	choroba	хвороба	INS;N;PL
osôb	людей	osoba	людина	GEN;N;PL
psovi	псові	pes	пес	ESS;N;SG
črty	риси	črta	риса	N;NOM;PL
vody	води	voda	вода	ACC;N;PL
zeme	землі	zem	земля	N;NOM;PL
osobou	чоловіком	osoba	чоловік	INS;N;SG
vajcom	яєчком	vajce	яєчко	INS;N;SG
dievča	дівчина	dievča	дівчина	N;NOM;SG
slovesám	дієсловам	sloveso	дієслово	DAT;N;PL
nové	нові	nový	новий	ADJ;NOM;PL
piesne	пісні	pieseň	пісня	N;NOM;PL
teľaťom	телям	teľa	теля	INS;N;SG
teľati	теляті	teľa	теля	ESS;N;SG
chorobou	хворобою	choroba	хвороба	INS;N;SG
sudcu	судді	sudca	суддя	GEN;N;SG
zobrať	взяти	zobrať	взяти	NFIN;V
chlap	чоловік	chlap	чоловік	N;NOM;SG
sestru	сестру	sestra	сестра	ACC;N;SG
myšami	мишами	myš	миша	INS;N;PL
kňazom	отцем	kňaz	отець	INS;N;SG
múry	стіни	múr	стіна	N;NOM;PL
zeme	землі	zem	земля	GEN;N;SG
zeleného	зеленого	zelený	зелений	ADJ;GEN;NEUT;SG
sukou	псом	suka	пес	INS;N;SG
jastrabom	яструбом	jastrab	яструб	INS;N;SG
hlasy	голоси	hlas	голос	ACC;N;PL
dieťati	дитині	dieťa	дитина	ESS;N;SG
teľa	теля	teľa	теля	N;NOM;SG
vevericu	білку	veverica	білка	ACC;N;SG
saune	сауні	sauna	сауна	ESS;N;SG
dobrej	добрій	dobrý	добрий	ADJ;DAT;FEM;SG
matky	мами	matka	мама	N;NOM;PL
električky	трамваї	električka	трамвай	N;NOM;PL
priateľke	приятелеві	priateľka	приятель	DAT;N;SG
robím	роблю	robiť	робити	1;PRS;SG;V
chalana	хлопця	chalan	хлопець	ACC;N;SG
piesni	пісні	pieseň	пісня	ESS;N;SG
duši	душі	duša	душа	ESS;N;SG
somárovi	ішаку	somár	ішак	ESS;N;SG
nohy	ноги	noha	нога	GEN;N;SG
prsty	пальці	prst	палець	N;NOM;PL
volaviek	чапель	volavka	чапля	GEN;N;PL
jastraboch	яструбах	jastrab	яструб	ESS;N;PL
zrnách	зернах	zrno	зерно	ESS;N;PL
zväz	союз	zväz	союз	ACC;N;SG
slncia	сонця	slnce	сонце	ACC;N;PL
hodiny	години	hodina	година	GEN;N;SG
vodíku	водні	vodík	водень	ESS;N;SG
slovese	дієслові	sloveso	дієслово	ESS;N;SG
cára	царя	cár	цар	GEN;N;SG
hlavy	розділи	hlava	розділ	N;NOM;PL
pracovalo	робило	pracovať	робити	3;NEUT;PST;SG;V
oblastiach	областях	oblasť	область	ESS;N;PL
capa	кози	cap	коза	GEN;N;SG
kohútovi	півневі	kohút	півень	DAT;N;SG
múre	стіні	múr	стіна	ESS;N;SG
žriebätá	лошата	žriebä	лоша	N;NOM;PL
rieky	ріки	rieka	ріка	N;NOM;PL
vlasov	волосів	vlas	волос	GEN;N;PL
orlom	орлом	orol	орел	INS;N;SG
teľatá	телята	teľa	теля	ACC;N;PL
nedeľou	неділею	nedeľa	неділя	INS;N;SG
detí	дітей	dieťa	дитина	GEN;N;PL
nožom	ножем	nôž	ніж	INS;N;SG
pláže	мілини	pláž	мілина	N;NOM;PL
ostrovov	островів	ostrov	острів	GEN;N;PL
starými	старими	starý	старий	ADJ;INS;PL
rieku	ріку	rieka	ріка	ACC;N;SG
zeleného	зеленого	zelený	зелений	ADJ;GEN;MASC;SG
nových	нових	nový	новий	ADJ;GEN;PL
uchopiť	взяти	uchopiť	взяти	NFIN;V
chorobu	хворобу	choroba	хвороба	ACC;N;SG
jari	весни	jar	весна	N;NOM;PL
osobami	особами	osoba	особа	INS;N;PL
nové	нове	nový	новий	ADJ;NEUT;NOM;SG
oblastí	областей	oblasť	область	GEN;N;PL
veverice	білки	veverica	білка	GEN;N;SG
vetry	вітри	vietor	вітер	N;NOM;PL
nedeliach	неділях	nedeľa	неділя	ESS;N;PL
robievala	робила	robiť	робити	3;FEM;PST;SG;V
šijám	шиям	šija	шия	DAT;N;PL
miesta	місця	miesto	місце	ACC;N;PL
psi	пси	pes	пес	N;NOM;PL
byt	помешкання	byt	помешкання	ACC;N;SG
byty	доми	byt	дім	N;NOM;PL
bytu	житлу	byt	житло	DAT;N;SG
priezvisku	прізвищу	priezvisko	прізвище	DAT;N;SG
kozu	козу	koza	коза	ACC;N;SG
vrabec	горобець	vrabec	горобець	N;NOM;SG
capov	кіз	cap	коза	GEN;N;PL
koza	цап	koza	цап	N;NOM;SG
šijami	шиями	šija	шия	INS;N;PL
hru	гру	hra	гра	ACC;N;SG
kňaz	отець	kňaz	отець	N;NOM;SG
kupuješ	купуєш	kupovať	купувати	2;PRS;SG;V
plynom	газам	plyn	газ	DAT;N;PL
rysovi	рисі	rys	риса	ESS;N;SG
hadmi	зміями	had	змія	INS;N;PL
črte	рисі	črta	риса	ESS;N;SG
vajec	яєць	vajce	яйце	GEN;N;PL
robíš	робиш	robiť	робити	2;PRS;SG;V
chorobách	хворобах	choroba	хвороба	ESS;N;PL
moriach	морях	more	море	ESS;N;PL
bradami	бородами	brada	борода	INS;N;PL
ulice	вулиці	ulica	вулиця	GEN;N;SG
pizde	пизді	pizda	пизда	DAT;N;SG
súdruhov	товаришів	súdruh	товариш	ACC;N;PL
rysmi	рисами	rys	риса	INS;N;PL
medveď	ведмідь	medveď	ведмідь	N;NOM;SG
dobré	добре	dobrý	добрий	ACC;ADJ;NEUT;SG
kupuj	купуй	kupovať	купувати	2;IMP;SG;V
písmeno	буква	písmeno	буква	N;NOM;SG
piesniach	піснях	pieseň	пісня	ESS;N;PL
čelá	лоби	čelo	лоб	N;NOM;PL
mosty	мости	most	міст	ACC;N;PL
bohom	богам	boh	бог	DAT;N;PL
meča	меча	meč	меч	GEN;N;SG
hlasmi	голосами	hlas	голос	INS;N;PL
nedeli	неділі	nedeľa	неділя	DAT;N;SG
učiteľom	вчителям	učiteľ	вчитель	DAT;N;PL
čelách	лобах	čelo	лоб	ESS;N;PL
kune	куниці	kuna	куниця	DAT;N;SG
dievčaťom	дівчиною	dievča	дівчина	INS;N;SG
blchách	блохах	blcha	блоха	ESS;N;PL
pizdou	пиздою	pizda	пизда	INS;N;SG
slony	слони	slon	слон	ACC;N;PL
žiaka	учня	žiak	учень	ACC;N;SG
kupujem	купую	kupovať	купувати	1;PRS;SG;V
vajci	яйці	vajce	яйце	ESS;N;SG
miestami	місцями	miesto	місце	INS;N;PL
zemi	країні	zem	країна	ESS;N;SG
suke	псові	suka	пес	ESS;N;SG
zelené	зелених	zelený	зелений	ACC;ADJ;PL
drevách	деревах	drevo	дерево	ESS;N;PL
mamami	мамами	mama	мама	INS;N;PL
cigarety	цигарки	cigareta	цигарка	N;NOM;PL
učiteľoch	учителях	učiteľ	учитель	ESS;N;PL
capovi	цапові	cap	цап	DAT;N;SG
električke	трамваї	električka	трамвай	ESS;N;SG
kňazoch	отцях	kňaz	отець	ESS;N;PL
pláží	берегів	pláž	берег	GEN;N;PL
somáre	ішаки	somár	ішак	N;NOM;PL
vrabcov	горобців	vrabec	горобець	GEN;N;PL
sestrami	сестрами	sestra	сестра	INS;N;PL
bohu	богові	boh	бог	ESS;N;SG
nakúpiť	купити	nakúpiť	купити	NFIN;V
sklo	скло	sklo	скло	N;NOM;SG
ulici	вулиці	ulica	вулиця	DAT;N;SG
chlapom	чоловікам	chlap	чоловік	DAT;N;PL
cigarety	цигарки	cigareta	цигарка	GEN;N;SG
včele	бджолі	včela	бджола	DAT;N;SG
slona	слона	slon	слон	GEN;N;SG
miest	міст	mesto	місто	GEN;N;PL
zlých	поганих	zlý	поганий	ADJ;GEN;PL
miesto	посада	miesto	посада	N;NOM;SG
učiteľa	учителя	učiteľ	учитель	GEN;N;SG
kňaza	отця	kňaz	отець	GEN;N;SG
pizdu	пизду	pizda	пизда	ACC;N;SG
knihy	книжки	kniha	книжка	N;NOM;PL
vajcami	яйцями	vajce	яйце	INS;N;PL
nedeli	неділі	nedeľa	неділя	ESS;N;SG
ramenom	рукою	rameno	рука	INS;N;SG
návrhmi	пропозиціями	návrh	пропозиція	INS;N;PL
hra	гра	hra	гра	N;NOM;SG
mostoch	мостах	most	міст	ESS;N;PL
jablkám	яблукам	jablko	яблуко	DAT;N;PL
slnciam	сонцям	slnce	сонце	DAT;N;PL
vlku	вовку	vlk	вовк	DAT;N;SG
osobami	людьми	osoba	людина	INS;N;PL
písmenom	літерою	písmeno	літера	INS;N;SG
mozgoch	мізках	mozog	мозок	ESS;N;PL
kocúrom	котам	kocúr	кіт	DAT;N;PL
mestom	містом	mesto	місто	INS;N;SG
cigarety	цигарки	cigareta	цигарка	ACC;N;PL
sklá	стекла	sklo	скло	ACC;N;PL
učiteľovi	вчителеві	učiteľ	вчитель	DAT;N;SG
osoba	особа	osoba	особа	N;NOM;SG
kohúty	півні	kohút	півень	N;NOM;PL
staré	старе	starý	старий	ADJ;NEUT;NOM;SG
briad	борід	brada	борода	GEN;N;PL
robte	робіть	robiť	робити	2;IMP;PL;V
saunám	саунам	sauna	сауна	DAT;N;PL
rysy	риси	rys	риса	N;NOM;PL
územiu	землі	územie	земля	DAT;N;SG
básňami	поезіями	báseň	поезія	INS;N;PL
kňazom	отцям	kňaz	отець	DAT;N;PL
chlapa	чоловіка	chlap	чоловік	GEN;N;SG
vevericami	білками	veverica	білка	INS;N;PL
súdruh	товариш	súdruh	товариш	N;NOM;SG
som	єсьми	byť	бути	1;PRS;SG;V
žiak	учень	žiak	учень	N;NOM;SG
chrbty	спини	chrbát	спина	ACC;N;PL
hodiny	години	hodina	година	N;NOM;PL
drozdovi	дроздові	drozd	дрізд	ESS;N;SG
duše	душі	duša	душа	GEN;N;SG
cigareta	цигарка	cigareta	цигарка	N;NOM;SG
knihám	книжкам	kniha	книжка	DAT;N;PL
volavkou	чаплею	volavka	чапля	INS;N;SG
cárom	царям	cár	цар	DAT;N;PL
bradách	бородах	brada	борода	ESS;N;PL
blchami	блохами	blcha	блоха	INS;N;PL
územia	землі	územie	земля	GEN;N;SG
riekach	річках	rieka	річка	ESS;N;PL
zemi	країні	zem	країна	DAT;N;SG
myši	миші	myš	миша	DAT;N;SG
kunách	куницях	kuna	куниця	ESS;N;PL
kvarku	кварку	kvark	кварк	DAT;N;SG
hadom	змією	had	змія	INS;N;SG
miest	місць	miesto	місце	GEN;N;PL
včelám	бджолам	včela	бджола	DAT;N;PL
novým	новим	nový	новий	ADJ;INS;MASC;SG
vrabcovi	горобцеві	vrabec	горобець	DAT;N;SG
kohútovi	півневі	kohút	півень	ESS;N;SG
uliciach	вулицях	ulica	вулиця	ESS;N;PL
robíme	робимо	robiť	робити	1;PL;PRS;V
cárovi	цареві	cár	цар	DAT;N;SG
zem	країну	zem	країна	ACC;N;SG
rieka	ріка	rieka	ріка	N;NOM;SG
priezvisko	прізвище	priezvisko	прізвище	N;NOM;SG
dobrého	доброго	dobrý	добрий	ACC;ADJ;MASC;SG
pizde	пизду	pizda	пизда	ESS;N;SG
plážach	мілинах	pláž	мілина	ESS;N;PL
jabĺk	яблук	jablko	яблуко	GEN;N;PL
kuny	куниці	kuna	куниця	GEN;N;SG
chrbát	спина	chrbát	спина	N;NOM;SG
hviezdou	зіркою	hviezda	зірка	INS;N;SG
nedele	неділі	nedeľa	неділя	N;NOM;PL
soli	солі	soľ	сіль	N;NOM;PL
veverici	білці	veverica	білка	DAT;N;SG
vlasmi	волосами	vlas	волос	INS;N;PL
bránam	боронам	brány	борона	DAT;N;PL
vidličky	виделки	vidlička	виделка	ACC;N;PL
labute	лебеді	labuť	лебідь	ACC;N;PL
sprchy	душу	sprcha	душ	GEN;N;SG
hlas	голос	hlas	голос	N;NOM;SG
zväzoch	союзах	zväz	союз	ESS;N;PL
papagája	папугу	papagáj	папуга	ACC;N;SG
slovách	словах	slovo	слово	ESS;N;PL
capoch	цапах	cap	цап	ESS;N;PL
myš	миша	myš	миша	N;NOM;SG
capov	цапів	cap	цап	GEN;N;PL
orlovi	орлові	orol	орел	DAT;N;SG
priateľkách	приятелях	priateľka	приятель	ESS;N;PL
bielou	білою	biely	білий	ADJ;FEM;INS;SG
zrná	зерна	zrno	зерно	ACC;N;PL
oblasť	область	oblasť	область	N;NOM;SG
pracuje	робить	pracovať	робити	3;PRS;SG;V
myš	мишу	myš	миша	ACC;N;SG
bohyne	богині	bohyňa	богиня	GEN;N;SG
ostrovy	острови	ostrov	острів	ACC;N;PL
návrhov	пропозицій	návrh	пропозиція	GEN;N;PL
moria	моря	more	море	ACC;N;PL
prste	пальці	prst	палець	ESS;N;SG
črta	риса	črta	риса	N;NOM;SG
volavkami	чаплями	volavka	чапля	INS;N;PL
písmenom	буквою	písmeno	буква	INS;N;SG
bielym	білим	biely	білий	ADJ;INS;MASC;SG
grinda	гринда	grinda	гринда	N;NOM;SG
teľatá	телята	teľa	теля	N;NOM;PL
písmená	букви	písmeno	буква	N;NOM;PL
cigarete	цигарці	cigareta	цигарка	DAT;N;SG
matka	мама	matka	мама	N;NOM;SG
zlej	поганої	zlý	поганий	ADJ;FEM;GEN;SG
knihou	книгою	kniha	книга	INS;N;SG
bohyne	богинь	bohyňa	богиня	ACC;N;PL
kocúrami	кішками	kocúr	кішка	INS;N;PL
brezy	берези	breza	береза	GEN;N;SG
sobotám	суботам	sobota	субота	DAT;N;PL
grindami	гриндами	grinda	гринда	INS;N;PL
kocúrov	котів	kocúr	кіт	GEN;N;PL
somároch	ішаках	somár	ішак	ESS;N;PL
bohovia	боги	boh	бог	N;NOM;PL
chlapom	мужам	chlap	муж	DAT;N;PL
súdruhovi	товаришеві	súdruh	товариш	ESS;N;SG
rieke	ріці	rieka	ріка	ESS;N;SG
syra	сиру	syr	сир	GEN;N;SG
pieseň	пісню	pieseň	пісня	ACC;N;SG
byty	доми	byt	дім	ACC;N;PL
kníh	книг	kniha	книга	GEN;N;PL
slonoch	слонах	slon	слон	ESS;N;PL
kňazmi	отцями	kňaz	отець	INS;N;PL
volavke	чаплі	volavka	чапля	DAT;N;SG
vodík	водень	vodík	водень	N;NOM;SG
volavku	чаплю	volavka	чапля	ACC;N;SG
mužov	чоловіків	muž	чоловік	ACC;N;PL
učiteľom	вчителем	učiteľ	вчитель	INS;N;SG
cárov	царів	cár	цар	GEN;N;PL
riekach	ріках	rieka	ріка	ESS;N;PL
grinde	гринді	grinda	гринда	DAT;N;SG
električku	трамвай	električka	трамвай	ACC;N;SG
životov	життів	život	життя	GEN;N;PL
dobrá	добра	dobrý	добрий	ADJ;FEM;NOM;SG
priateľky	дівчата	priateľka	дівчина	N;NOM;PL
riekami	річками	rieka	річка	INS;N;PL
kráľom	королем	kráľ	король	INS;N;SG
dobrej	доброї	dobrý	добрий	ADJ;FEM;GEN;SG
plážou	мілиною	pláž	мілина	INS;N;SG
zlou	поганою	zlý	поганий	ADJ;FEM;INS;SG
sudcom	суддею	sudca	суддя	INS;N;SG
byty	помешкання	byt	помешкання	N;NOM;PL
ramenu	руці	rameno	рука	DAT;N;SG
mostom	мостам	most	міст	DAT;N;PL
kráľ	цар	kráľ	цар	N;NOM;SG
súk	псів	suka	пес	GEN;N;PL
plynov	газів	plyn	газ	GEN;N;PL
vlkom	вовком	vlk	вовк	INS;N;SG
území	земель	územie	земля	GEN;N;PL
kôz	цапів	koza	цап	GEN;N;PL
zem	землю	zem	земля	ACC;N;SG
sobote	суботі	sobota	субота	DAT;N;SG
hadovi	змії	had	змія	ESS;N;SG
cigaretu	цигарку	cigareta	цигарка	ACC;N;SG
pláži	берегу	pláž	берег	DAT;N;SG
blchám	блохам	blcha	блоха	DAT;N;PL
sudcov	суддів	sudca	суддя	GEN;N;PL
vrabce	горобці	vrabec	горобець	N;NOM;PL
drevami	деревами	drevo	дерево	INS;N;PL
medi	міді	meď	мідь	ESS;N;SG
vlas	волос	vlas	волос	N;NOM;SG
plyne	газі	plyn	газ	ESS;N;SG
breze	березі	breza	береза	ESS;N;SG
blchou	блохою	blcha	блоха	INS;N;SG
kupujte	купуйте	kupovať	купувати	2;IMP;PL;V
snehom	снігами	sneh	сніг	INS;N;PL
pláži	березі	pláž	берег	ESS;N;SG
vlci	вовки	vlk	вовк	N;NOM;PL
mužoch	чоловіках	muž	чоловік	ESS;N;PL
soboty	суботи	sobota	субота	N;NOM;PL
drevá	дерева	drevo	дерево	N;NOM;PL
piče	пизди	piča	пизда	GEN;N;SG
mozgu	мозку	mozog	мозок	GEN;N;SG
mostov	мостів	most	міст	GEN;N;PL
